# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
V_-ssRNAviruses	Articulavirales	Amnoonviridae		Tilapinevirus	Amnoonviridae	Tilapia tilapinevirus	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	NC_029926, NC_029921, NC_029927, NC_029922, NC_029923, NC_029928, NC_029924, NC_029929, NC_029925, NC_029930	KU751814, KU751815, KU751816, KU751817, KU751818, KU751819, KU751820, KU751821, KU751822, KU751823	Tilapia lake virus isolate Til-4-2011 segment 1, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 2, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 3, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 4, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 5, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 6, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 7, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 8, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 9, complete sequence., Tilapia lake virus isolate Til-4-2011 segment 10, complete sequence.	vertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Hughes orthonairovirus (Farallon virus)	KU343154, KU343155, KU343156	NC_034502, NC_034494, NC_034503	KU343154, KU343155, KU343156	UNVERIFIED: Farallon virus isolate CalAr846 segment L cRNA sequence., UNVERIFIED: Farallon virus isolate CalAr846 segment M cRNA sequence., UNVERIFIED: Farallon virus isolate CalAr846 segment S cRNA sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Kasokero orthonairovirus	KR537444, KR537445, KR537446		KR537444, KR537445, KR537446	Kasokero virus isolate Z-52963 RNA-dependent RNA polymerase gene, complete cds., Kasokero virus isolate Z-52963 envelope glycoprotein gene, complete cds., Kasokero virus isolate Z-52963 nucleoprotein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Keterah orthonairovirus	KR537447, KR537448, KR537449	NC_034392, NC_034388, NC_034389	KR537447, KR537448, KR537449	Keterrah virus isolate P61361 RNA-dependent RNA polymerase gene, complete cds., Keterrah virus isolate P61361 envelope glycoprotein gene, complete cds., Keterrah virus isolate P61361 nucleoprotein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Leopards Hill virus	AB842088, AB842089, AB842090	NC_025831, NC_025832, NC_025833	AB842088, AB842089, AB842090	Leopards Hill virus cRNA, segment: L, complete sequence, strain: 11SB17., Leopards Hill virus cRNA, segment: M, complete sequence, strain: 11SB17., Leopards Hill virus cRNA, segment: S, complete sequence, strain: 11SB17.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Nairobi sheep disease orthonairovirus	KM464726, KM464725, KM464724	NC_034387, NC_034391, NC_034386	KM464726, KM464725, KM464724	Nairobi sheep disease virus isolate Jilin segment L RNA-dependent RNA polymerase gene, complete cds., Nairobi sheep disease virus isolate Jilin segment M glycoprotein precursor, gene, complete cds., Nairobi sheep disease virus isolate Jilin segment S nucleocapsid gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Qalyub orthonairovirus	KU343160, KU343161, KU343162	NC_034511, NC_034522, NC_034512	KU343160, KU343161, KU343162	UNVERIFIED: Qalyub virus isolate ErAg370 segment L cRNA sequence., UNVERIFIED: Qalyub virus isolate ErAg370 segment M cRNA sequence., UNVERIFIED: Qalyub virus isolate ErAg370 segment S cRNA sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Sakhalin orthonairovirus (Clo Mor virus)	KU343139, KU343140, KU343141	NC_034561, NC_034554, NC_034562	KU343139, KU343140, KU343141	UNVERIFIED: Clo Mor virus isolate ScotAr7 segment L cRNA sequence., UNVERIFIED: Clo Mor virus isolate ScotAr7 segment M cRNA sequence., UNVERIFIED: Clo Mor virus isolate ScotAr7 segment S cRNA sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Thiafora orthonairovirus	KR537450, KR537451, KR537452		KR537450, KR537451, KR537452	Thiafora virus isolate AnD 11411 RNA-dependent RNA polymerase gene, complete cds., Thiafora virus isolate AnD 11411 envelope glycoprotein gene, complete cds., Thiafora virus isolate AnD 11411 nucleoprotein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Tofla virus	LC008512, LC008511, LC008510	NC_029124, NC_029123, NC_029122	LC008512, LC008511, LC008510	Tofla virus viral cRNA, complete genome, segment: L., Tofla virus viral cRNA, complete genome, segment: M., Tofla virus viral cRNA, complete genome, segment: S.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Orthonairovirus	Nairoviridae	Yogue virus	KR537453, KR537454, KR537455	NC_029931, NC_029935, NC_029936	KR537453, KR537454, KR537455	Yogue virus isolate DakAnD 56 RNA-dependent RNA polymerase gene, complete cds., Yogue virus isolate DakAnD 56 envelope glycoprotein gene, complete cds., Yogue virus isolate DakAnD 56 nucleoprotein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Shaspivirus	Nairoviridae	Spider shaspivirus	KM817676, KM817712, KM817738	NC_031220, NC_031218, NC_031219	KM817676, KM817712, KM817738	Shayang Spider Virus 1 strain SYZZ-4 RNA-dependent RNA polymerase (L) gene, complete cds., Shayang Spider Virus 1 strain SYZZ-4 glycoprotein precursor (G) gene, complete cds., Shayang Spider Virus 1 strain SYZZ-4 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Nairoviridae		Striwavirus	Nairoviridae	Strider striwavirus	KM817674, KM817711, KM817737	NC_031141, NC_031142, NC_031143	KM817674, KM817711, KM817737	Sanxia Water Strider Virus 1 strain SXSSP08 RNA-dependent RNA polymerase (L) gene, complete cds., Sanxia Water Strider Virus 1 strain SXSSP08 glycoprotein precursor (G) gene, complete cds., Sanxia Water Strider Virus 1 strain SXSSP08 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Herbevirus	Peribunyaviridae	Herbert herbevirus	JQ659256, JQ659257, JQ659258		JQ659256, JQ659257, JQ659258	Herbert virus strain F23/CI/2004 segment L, complete sequence., Herbert virus strain F23/CI/2004 segment M, complete sequence., Herbert virus strain F23/CI/2004 segment S, complete sequence.	invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Herbevirus	Peribunyaviridae	Kibale herbevirus	KF590577, KF590576, KF590575	NC_034460, NC_034468, NC_034458	KF590577, KF590576, KF590575	Kibale virus strain P05/UG/2008 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds., Kibale virus strain P05/UG/2008 segment M glycoprotein precursor (GPC) gene, complete cds., Kibale virus strain P05/UG/2008 segment S nucleocapsid (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Herbevirus	Peribunyaviridae	Tai herbevirus	KF590574, KF590573, KF590572	NC_034459, NC_034461, NC_034457	KF590574, KF590573, KF590572	Tai virus strain F47/CI/2004 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds., Tai virus strain F47/CI/2004 segment M glycoprotein precursor (GPC) gene, complete cds., Tai virus strain F47/CI/2004 segment S nucleocapsid (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Akabane orthobunyavirus	AB190458, AB100604, AB000851	NC_009894, NC_009895, NC_009896	AB190458, AB100604, AB000851	Akabane virus genomic RNA, viral-complementary sequence of L RNA segment, complete sequence., Akabane virus M gene for M polyprotein, complete cds., Akabane virus genomic RNA, viral-complementary sequence of S RNA segment, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Alajuela orthobunyavirus	KM272186, KM272187, KM272188		KM272186, KM272187, KM272188	Alajuela virus strain MARU 11079 segment L, complete sequence., Alajuela virus strain MARU 11079 segment M, complete sequence., Alajuela virus strain MARU 11079 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Anopheles A orthobunyavirus (Lukuni virus)	KP792672, KP792671, KP792670		KP792672, KP792671, KP792670	Lukuni virus strain TRVL 10076 RNA-dependent RNA polymerase gene, complete cds., Lukuni virus strain TRVL 10076 polyprotein gene, complete cds., Lukuni virus strain TRVL 10076 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Bimiti orthobunyavirus	KP792657, KP792656, KP792655		KP792657, KP792656, KP792655	Bimiti virus strain TRVL 8362 RNA-dependent RNA polymerase gene, complete cds., Bimiti virus strain TRVL 8362 polyprotein gene, complete cds., Bimiti virus strain TRVL 8362 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Brazoran virus	KC854418, KC854417, KC854416	NC_022039, NC_022038, NC_022037	KC854418, KC854417, KC854416	Brazoran virus segment L, complete sequence., Brazoran virus segment M, complete sequence., Brazoran virus segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Bunyamwera orthobunyavirus	X14383, M11852, D00353	NC_001925, NC_001926, NC_001927	X14383, M11852, D00353	Bunyamwera virus L protein RNA, complete cds., Bunyamwera virus M polyprotein gene, complete cds., Bunyamwera virus genes for N and NSs protein, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Bwamba orthobunyavirus	KJ867184, KJ867183, KJ867182	NC_034479, NC_034490, NC_034480	KJ867184, KJ867183, KJ867182	Bwamba virus strain M459 segment L polymerase gene, complete cds., Bwamba virus strain M459 segment M glycoprotein precursor gene, complete cds., Bwamba virus strain M459 segment S nucleoprotein and nonstructural protein NSs genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	California encephalitis orthobunyavirus (La Crosse virus)	U12396, D10370, K00610		U12396, D10370, K00610	La Crosse virus RNA-dependent RNA polymerase mRNA, complete cds., La Crosse virus M RNA for polyprotein, complete cds., La Crosse virus S RNA, complete, coding for the N and NS-s proteins.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Capim orthobunyavirus	KT160026, KT160027, KT160028	NC_034482, NC_034493, NC_034483	KT160026, KT160027, KT160028	Capim virus strain BeAn 8582 segment L RNA-dependent RNA polymerase gene, complete cds., Capim virus strain BeAn 8582 segment M polyprotein gene, complete cds., Capim virus strain BeAn 8582 segment S nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Caraparu orthobunyavirus	KF254776, KF254777, KF254778	NC_034489, NC_034477, NC_034478	KF254776, KF254777, KF254778	Caraparu virus strain BeAn3994 RNA-dependent RNA polymerase gene, complete cds., Caraparu virus strain BeAn3994 polyprotein gene, complete cds., Caraparu virus strain BeAn3994 nucleocapsid protein and nonstructural protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Catu orthobunyavirus	KP792660, KP792659, KP792658		KP792660, KP792659, KP792658	Catu virus strain BeH 151 RNA-dependent RNA polymerase gene, complete cds., Catu virus strain BeH 151 polyprotein gene, complete cds., Catu virus strain BeH 151 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Gamboa orthobunyavirus	KM272174, KM272175, KM272176		KM272174, KM272175, KM272176	Gamboa virus strain GML 435718 segment L, complete sequence., Gamboa virus strain GML 435718 segment M, complete sequence., Gamboa virus strain GML 435718 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Guajara orthobunyavirus	KP792663, KP792662, KP792661		KP792663, KP792662, KP792661	Guajara virus strain BeAn 10615 RNA-dependent RNA polymerase gene, complete cds., Guajara virus strain BeAn 10615 polyprotein gene, complete cds., Guajara virus strain BeAn 10615 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Guama orthobunyavirus	KP792666, KP792665, KP792664		KP792666, KP792665, KP792664	Guama virus strain BeAn 277 RNA-dependent RNA polymerase gene, complete cds., Guama virus strain BeAn 277 polyprotein gene, complete cds., Guama virus strain BeAn 277 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Guaroa orthobunyavirus	JN801039, AY380581, X73466		JN801039, AY380581, X73466	Guaroa virus strain BeH22063 RNA-dependent RNA polymerase gene, complete cds., Guaroa virus strain BeH22063 polyprotein gene, complete cds., Guaroa virus genomic RNA for N and NSs proteins.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Kaeng Khoi orthobunyavirus	KJ867205, KJ867204, KJ867203	NC_034499, NC_034500, NC_034501	KJ867205, KJ867204, KJ867203	Kaeng Khoi virus strain PSC-19 segment L polymerase gene, complete cds., Kaeng Khoi virus strain PSC-19 segment M glycoprotein precursor gene, complete cds., Kaeng Khoi virus strain PSC-19 segment S nucleoprotein and nonstructural protein NSs genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Koongol orthobunyavirus	KP792669, KP792668, KP792667		KP792669, KP792668, KP792667	Koongol virus strain MRM31 RNA-dependent RNA polymerase gene, complete cds., Koongol virus strain MRM31 polyprotein gene, complete cds., Koongol virus strain MRM31 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	La Crosse virus	AF528165, AF528166, AF528167	NC_004108, NC_004109, NC_004110	AF528165, AF528166, AF528167	La Crosse virus strain Human/78 segment L, complete sequence., La Crosse virus strain Human/78 segment M, complete sequence., La Crosse virus strain Human/78 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Madrid orthobunyavirus	KF254779, KF254780, KF254781	NC_034497, NC_034505, NC_034498	KF254779, KF254780, KF254781	Madrid virus strain BT4075 RNA-dependent RNA polymerase gene, complete cds., Madrid virus strain BT4075 polyprotein gene, complete cds., Madrid virus strain BT4075 nucleocapsid protein and nonstructural protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Manzanilla orthobunyavirus (Cat Que virus)	JQ675598, JQ675599, JQ675600	NC_024076, NC_024074, NC_024075	JQ675598, JQ675599, JQ675600	Cat Que Virus strain VN04-2108 polymerase gene, complete cds., Cat Que Virus strain VN04-2108 polyprotein gene, complete cds., Cat Que Virus strain VN04-2108 nucleoprotein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Marituba orthobunyavirus	KF254770, KF254771, KF254772	NC_034495, NC_034504, NC_034496	KF254770, KF254771, KF254772	Marituba virus strain BeAn15 RNA-dependent RNA polymerase gene, complete cds., Marituba virus strain BeAn15 polyprotein gene, complete cds., Marituba virus strain BeAn15 nucleocapsid protein and nonstructural protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Murrumbidgee virus	KF234253, KF234254, KF234255	NC_022595, NC_022596, NC_022597	KF234253, KF234254, KF234255	Murrumbidgee virus isolate 934 segment L, complete sequence., Murrumbidgee virus isolate 934 segment M, complete sequence., Murrumbidgee virus isolate 934 segment S, complete sequence.	invertebrates, vertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Nyando orthobunyavirus	KJ867190, KJ867189, KJ867188	NC_034492, NC_034491, NC_034481	KJ867190, KJ867189, KJ867188	Nyando virus strain MP401 segment L polymerase gene, complete cds., Nyando virus strain MP401 segment M glycoprotein precursor gene, complete cds., Nyando virus strain MP401 segment S nucleoprotein and nonstructural protein NSs genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Oriboca orthobunyavirus	KF254773, KF254774, KF254775	NC_034475, NC_034488, NC_034476	KF254773, KF254774, KF254775	Oriboca virus strain BeAn17 RNA-dependent RNA polymerase gene, complete cds., Oriboca virus strain BeAn17 polyprotein gene, complete cds., Oriboca virus strain BeAn17 nucleocapsid protein and nonstructural protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Oropouche orthobunyavirus	AF484424, AF441119, AY237111	NC_005776, NC_005775, NC_005777	AF484424, AF441119, AY237111	Oropouche virus segment L, complete sequence., Oropouche virus medium RNA segment, complete sequence., Oropouche virus segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Sathuperi orthobunyavirus	HE795102, HE795103, HE795104	NC_018461, NC_018466, NC_018462	HE795102, HE795103, HE795104	Sathuperi virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA., Sathuperi virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA., Sathuperi virus N and NSs genes, segment S, genomic RNA.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Shamonda orthobunyavirus	HE795105, HE795106, HE795107	NC_018463, NC_018467, NC_018464	HE795105, HE795106, HE795107	Shamonda virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate Ib An 5550., Shamonda virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate Ib An 5550., Shamonda virus N and NSs genes, segment S, genomic RNA, isolate Ib An 5550.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Shuni orthobunyavirus (Aino virus)	HE795087, HE795088, HE795089	NC_018465, NC_018459, NC_018460	HE795087, HE795088, HE795089	Aino virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate 38K., Aino virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate 38K., Aino virus N and NSs genes, segment S, genomic RNA, isolate 38K.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Simbu orthobunyavirus	HE795108, HE795109, HE795110	NC_018476, NC_018478, NC_018477	HE795108, HE795109, HE795110	Simbu virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate SA Ar 53., Simbu virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate SA Ar 53., Simbu virus N and NSs genes, segment S, genomic RNA, isolate SA Ar 53.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Tete orthobunyavirus	KP792681, KP792680, KP792679		KP792681, KP792680, KP792679	Tete virus strain SAAn 3518 RNA-dependent RNA polymerase gene, complete cds., Tete virus strain SAAn 3518 polyprotein gene, complete cds., Tete virus strain SAAn 3518 nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Turlock orthobunyavirus	KP792687, KP792686, KP792685		KP792687, KP792686, KP792685	Umbre virus strain IG1424 RNA-dependent RNA polymerase gene, complete cds., Umbre virus strain IG1424 polyprotein gene, complete cds., Umbre virus strain IG1424 nucleocapsid protein and NSs protein genes, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Peribunyaviridae	Wyeomyia orthobunyavirus	JN572080, JN572081, JN572082		JN572080, JN572081, JN572082	Wyeomyia virus strain original RNA-dependent RNA polymerase gene, complete cds., Wyeomyia virus strain original polyprotein gene, complete cds., Wyeomyia virus strain original nucleocapsid protein gene, complete cds.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Peribunyaviridae		Shangavirus	Peribunyaviridae	Insect shangavirus	KM817679, KM817714, KM817739	NC_031221, NC_031222, NC_031223	KM817679, KM817714, KM817739	Shuangao Insect Virus 1 strain QSA02 RNA-dependent RNA polymerase (L) gene, complete cds., Shuangao Insect Virus 1 strain QSA02 glycoprotein precursor (G) gene, complete cds., Shuangao Insect Virus 1 strain QSA02 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Feravirus	Phasmaviridae	Ferak feravirus	KP710246, KP710264, KP710267		KP710246, KP710264, KP710267	Ferak virus strain C51-CI-2004 segment L, complete sequence., Ferak virus strain C51-CI-2004 segment M, complete sequence., Ferak virus strain C51-CI-2004 segment S, complete sequence.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Inshuvirus	Phasmaviridae	Insect inshuvirus	KM817680, KM817715, KM817740, KM817741		KM817680, KM817715, KM817740, KM817741	Shuangao Insect Virus 2 strain QSA03 RNA-dependent RNA polymerase (L) gene, partial cds., Shuangao Insect Virus 2 strain QSA03 glycoprotein precursor (G) gene, complete cds., Shuangao Insect Virus 2 strain QSA03 nucleopasid protein (S1) gene, complete cds., Shuangao Insect Virus 2 strain QSA03 nucleopasid protein (S2) gene, partial cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Jonvirus	Phasmaviridae	Jonchet jonvirus	KP710232, KP710240, KP710243		KP710232, KP710240, KP710243	Jonchet virus strain B81-CI-2004 segment L, complete sequence., Jonchet virus strain B81-CI-2004 segment M, complete sequence., Jonchet virus strain B81-CI-2004 segment S, complete sequence.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Orthophasmavirus	Phasmaviridae	Kigluaik phantom orthophasmavirus	KJ434182, KJ434183, KJ434184	NC_034462, NC_034469, NC_034463	KJ434182, KJ434183, KJ434184	Kigluaik phantom virus strain G10N RNA-dependent RNA polymerase (RdRp) gene, complete cds., Kigluaik phantom virus strain G10N glycoprotein precursor (GnGc) gene, complete cds., Kigluaik phantom virus strain G10N nucleoprotein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Orthophasmavirus	Phasmaviridae	Wuchang cockroach orthophasmavirus 1	KM817688, KM817721, KM817748	NC_031293, NC_031294, NC_031296	KM817688, KM817721, KM817748	Wuchang Cockraoch Virus 1 strain WCZL-5 RNA-dependent RNA polymerase (L) gene, complete cds., Wuchang Cockraoch Virus 1 strain WCZL-5 glycoprotein precursor (G) gene, complete cds., Wuchang Cockraoch Virus 1 strain WCZL-5 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Orthophasmavirus	Phasmaviridae	Wuhan mosquito orthophasmavirus 1	KM817697, KM817726, KM817758	NC_031307, NC_031308, NC_031310	KM817697, KM817726, KM817758	Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds., Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Orthophasmavirus	Phasmaviridae	Wuhan mosquito orthophasmavirus 2	KM817698, KM817759, KM817727	NC_031312, NC_031311, NC_031309	KM817698, KM817759, KM817727	Wuhan Mosquito Virus 2 strain QN2-7 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan Mosquito Virus 2 strain QN2-7 nucleopasid protein (N) gene, complete cds., Wuhan Mosquito Virus 2 strain QN2-7 glycoprotein precursor (G) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phasmaviridae		Wuhivirus	Phasmaviridae	Insect wuhivirus	KM817692, KM817724, KM817753	NC_030752, NC_030750, NC_030751	KM817692, KM817724, KM817753	Wuhan Insect virus 2 strain WHDL02 RNA-dependent RNA polymerase (L) gene, complete cds., Wuhan Insect virus 2 strain WHDL02 glycoprotein precursor (G) gene, complete cds., Wuhan Insect virus 2 strain WHDL02 nucleopasid protein (N) gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Banyangvirus	Phenuiviridae	Huaiyangshan banyangvirus	HM745930, HM745931, HM745932	NC_018136, NC_018138, NC_018137	HM745930, HM745931, HM745932	Phlebovirus HB29/China/2010 strain HB29 segment L, complete sequence., Phlebovirus HB29/China/2010 strain HB29 segment M, complete sequence., Phlebovirus HB29/China/2010 strain HB29 segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Banyangvirus	Phenuiviridae	Huaiyangshan banyangvirus	KT254588, KT254590, KT254589		KT254588, KT254590, KT254589	Severe fever with thrombocytopenia syndrome virus strain HNXH segment L, complete sequence., Severe fever with thrombocytopenia syndrome virus strain HNXH segment M, complete sequence., Severe fever with thrombocytopenia syndrome virus strain HNXH segment S, complete sequence.	vertebrates, invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Beidivirus	Phenuiviridae	Dipteran beidivirus	KX884796, KX884797, KX884798	NC_032158, NC_032159, NC_032160	KX884796, KX884797, KX884798	Hubei diptera virus 3 strain SCM17647 RNA-dependent RNA polymerase gene, complete cds., Hubei diptera virus 3 strain SCM17647 putative glycoprotein gene, complete cds., Hubei diptera virus 3 strain SCM17647 putative nucleoprotein gene, complete cds.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Goukovirus	Phenuiviridae	Cumuto goukovirus	KF543244, KF543245, KF543246		KF543244, KF543245, KF543246	Cumuto virus strain TR7904 segment L, complete sequence., Cumuto virus strain TR7904 segment M, complete sequence., Cumuto virus strain TR7904 segment S, complete sequence.	invertebrates
V_-ssRNAviruses	Bunyavirales	Phenuiviridae		Goukovirus	Phenuiviridae	Gouleako goukovirus	HQ541738, HQ541737, HQ541736		HQ541738, HQ541737, HQ541736	Gouleako virus strain A5/CI/2004 segment L, complete sequence., Gouleako virus strain A5/CI/2004 segment M, complete sequence., Gouleako virus strain A5/CI/2004 segment S, complete sequence.	invertebrates
