# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Fiji disease virus	AY029520, AF049704, AF359556, AF049705, AY029521, AF356083, AY789927, AY297693, AF050086, AY297694	NC_007159, NC_007154, NC_007158, NC_007155, NC_007160, NC_007157, NC_007163, NC_007161, NC_007156, NC_007162	AY029520, AF049704, AF359556, AF049705, AY029521, AF356083, AY789927, AY297693, AF050086, AY297694	Fiji disease virus RNA-dependent RNA polymerase gene, complete cds., Fiji disease virus segment 2, complete sequence., Fiji disease virus segment 3 'B' spike structural protein gene, complete cds., Fiji disease virus segment 4 gene, complete cds., Fiji disease virus putative 115.3 kDa protein gene, complete cds., Fiji disease virus segment 6, complete sequence., Fiji disease virus segment 7, complete sequence., Fiji disease virus segment 8, complete sequence., Fiji disease virus segment 9 structural protein gene, complete cds; and unknown gene., Fiji disease virus segment 10, complete sequence.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Maize rough dwarf fijivirus	HQ637550, HQ637551, HQ637553, HQ637552, HQ637554, HQ637555, HQ637556, HQ637557, HQ637558, HQ637559		HQ637550, HQ637551, HQ637553, HQ637552, HQ637554, HQ637555, HQ637556, HQ637557, HQ637558, HQ637559	Maize rough dwarf fijivirus RNA dependent RNA polymerase (P1) gene, complete cds., Maize rough dwarf fijivirus structural protein (P2) gene, complete cds., Maize rough dwarf fijivirus structural protein (P4) gene, complete cds., Maize rough dwarf fijivirus structural protein (P3) gene, complete cds., Maize rough dwarf fijivirus minor structural protein (P5-1) and nonstructural protein (P5-2) genes, complete cds., Maize rough dwarf fijivirus nonstructural protein (P6) gene, complete cds., Maize rough dwarf fijivirus nonstructural protein (P7-1) and nonstructural protein (P7-2) genes, complete cds., Maize rough dwarf fijivirus minor core structural protein (P8) gene, complete cds., Maize rough dwarf fijivirus nonstructural protein (P9-1) and nonstructural protein (P9-2) genes, complete cds., Maize rough dwarf fijivirus major outer structural protein (P10) gene, complete cds.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Mal de Rio Cuarto virus	AF499925, AF499928, AF499926, AF395873, AY607587, AF499927, AY923115, AF395872, DQ023312, AY607586	NC_008733, NC_008732, NC_008730, NC_008729, NC_008735, NC_008731, NC_008736, NC_008728, NC_008737, NC_008734	AF499925, AF499928, AF499926, AF395873, AY607587, AF499927, AY923115, AF395872, DQ023312, AY607586	Mal de Rio Cuarto virus segment S1, complete sequence., Mal de Rio Cuarto virus segment S3, complete sequence., Mal de Rio Cuarto virus segment S2, complete sequence., Mal de Rio Cuarto virus segment S4, complete sequence., Mal de Rio Cuarto virus segment S5, complete sequence., Mal de Rio Cuarto virus segment S6, complete sequence., Mal de Rio Cuarto virus segment S7, complete sequence., Mal de Rio Cuarto virus segment S8, complete sequence., Mal de Rio Cuarto virus isolate Rio Cuarto segment 9, complete sequence., Mal de Rio Cuarto virus segment S10, complete sequence.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Nilaparvata lugens reovirus	D49693, D49695, D49694, D49696, D49697, D49698, D49699, D26127, D49700, D14691	NC_003654, NC_003656, NC_003655, NC_003657, NC_003658, NC_003659, NC_003660, NC_003653, NC_003661, NC_003652	D49693, D49695, D49694, D49696, D49697, D49698, D49699, D26127, D49700, D14691	Nilaparvata lugens reovirus genome segment S1, complete sequence., Nilaparvata lugens reovirus genome segment S3, complete sequence., Nilaparvata lugens reovirus genome segment S2, complete sequence., Nilaparvata lugens reovirus genome segment S4, complete sequence., Nilaparvata lugens reovirus genome segment S5, complete sequence., Nilaparvata lugens reovirus genome segment S6, complete sequence., Nilaparvata lugens reovirus genome segment S7, complete sequence., Nilaparvata lugens reovirus genome segment S8 gene for major outer capsid protein, complete cds., Nilaparvata lugens reovirus genome segment S9, complete sequence., Nilaparvata lugens reovirus genome segment 10, complete cds.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Rice black streaked dwarf virus	AJ294757, AJ409145, AJ409146, AJ293984, AJ409147, AJ409148, AJ297427, AJ297431, AJ297430, AJ297433	NC_003729, NC_003734, NC_003735, NC_003728, NC_003736, NC_003737, NC_003730, NC_003732, NC_003731, NC_003733	AJ294757, AJ409145, AJ409146, AJ293984, AJ409147, AJ409148, AJ297427, AJ297431, AJ297430, AJ297433	Rice black-streaked dwarf virus ORF1 and ORF1r, genomic RNA., Rice black streaked dwarf virus gene for P2 protein (ORF2), genomic RNA., Rice black streaked dwarf virus gene for P4 protein (ORF4), genomic RNA., Rice black streaked dwarf virus, segment 3., Rice black streaked dwarf virus gene for P5 protein (ORF5), genomic RNA., Rice black streaked dwarf virus gene for P6 protein (ORF6), genomic RNA., Rice black streaked dwarf virus ORF1 and ORF2, segment 7, isolate Zhejiang., Rice black streaked dwarf virus ORF1, segment 8, isolate Zhejiang., Rice black streaked dwarf virus ORF1 and ORF2, segment 9, isolate Zhejiang., Rice black streaked dwarf virus ORF1, segment 10, isolate Zhejiang.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Fijivirus	Reoviridae-Fijivirus	Southern rice black-streaked dwarf virus	FN563989, FN563990, FN563991, FN563992, FN563993, FN563994, FN563995, FN563996, EU523359, EU523360	NC_014714, NC_014715, NC_014716, NC_014717, NC_014708, NC_014709, NC_014710, NC_014711, NC_014712, NC_014713	FN563989, FN563990, FN563991, FN563992, FN563993, FN563994, FN563995, FN563996, EU523359, EU523360	Southern rice black-streaked dwarf virus segment 1, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 2, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 3, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 4, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 5, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 6, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 7, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus segment 8, isolate HN, complete segment, genomic RNA., Southern rice black-streaked dwarf virus isolate Hainan segment S9, complete sequence., Southern rice black-streaked dwarf virus isolate Hainan segment S10, complete sequence.	invertebrates, plants
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Mycoreovirus	Reoviridae-Mycoreovirus	Mycoreovirus 1	AY277888, AY277889, AY277890, AB179636, AB179637, AB179638, AB179639, AB179640, AB179641, AB179642, AB179643	NC_010743, NC_010744, NC_010745, NC_010746, NC_010747, NC_010748, NC_010749, NC_010750, NC_010751, NC_010752, NC_010753	AY277888, AY277889, AY277890, AB179636, AB179637, AB179638, AB179639, AB179640, AB179641, AB179642, AB179643	Cryphonectria parasitica reovirus 9B21 segment 1, complete sequence., Cryphonectria parasitica reovirus 9B21 segment 2, complete sequence., Cryphonectria parasitica reovirus 9B21 segment 3, complete sequence., Cryphonectria parasitica mycoreovirus-1 (9B21) S1 gene for VP1, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S5 gene for VP5, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S6 gene for VP6, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S7 gene for P7, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S8 gene for P8, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S9 gene for P9, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S10 gene for P10, complete cds., Cryphonectria parasitica mycoreovirus-1 (9B21) S11 gene for P11, complete cds.	fungi
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Mycoreovirus	Reoviridae-Mycoreovirus	Mycoreovirus 3	AB102674, AB098022, AB102675, AB073276, AB098023, AB073277, AB073278, AB073279, AB073280, AB073281, AB073282, AB073283	NC_007535, NC_007533, NC_007536, NC_007524, NC_007534, NC_007525, NC_007526, NC_007527, NC_007528, NC_007529, NC_007531, NC_007532	AB102674, AB098022, AB102675, AB073276, AB098023, AB073277, AB073278, AB073279, AB073280, AB073281, AB073282, AB073283	Rosellinia anti-rot virus gene for putative RNA-dependent polymerase, complete cds., Mycoreovirus 3 segment S2 P2 gene for hypothetical protein, complete cds., Rosellinia anti-rot virus gene for hypothecial protein, complete cds., Rosellinia anti-rot virus segment X gene for PX, complete cds., Mycoreovirus 3 segment S5 P5 gene for hypothetical protein, complete cds., Rosellinia anti-rot virus segment 6 gene for P6, complete cds., Rosellinia anti-rot virus segment 7 gene for P7, complete cds., Rosellinia anti-rot virus segment 8 gene for P8, complete cds., Rosellinia anti-rot virus segment 9 gene for P9, complete cds., Rosellinia anti-rot virus segment 10 gene for P10, complete cds., Rosellinia anti-rot virus segment 11 gene for P11, complete cds., Rosellinia anti-rot virus segment 12 gene for P12, complete cds.	fungi
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	African horse sickness virus	U94887, AF021235, M94681, D14402, U73658, M94682, D12533, U33000, M69090, D12479	NC_006021, NC_005996, NC_006017, NC_006012, NC_006020, NC_006018, NC_006011, NC_006019, NC_006016, NC_006009	U94887, AF021235, M94681, D14402, U73658, M94682, D12533, U33000, M69090, D12479	African horsesickness virus segment 1 RNA-dependent RNA polymerase (VP1) gene, complete cds., African horse sickness virus capsid VP2 (L2) mRNA, complete cds., African horsesickness virus (AHSV) capsid protein 3 (L3) gene, complete cds., African horse sickness virus 4 VP4 gene for inner capsid protein, complete cds., African horse sickness virus nonstructural protein NS1 mRNA, complete cds., African horsesickness virus (AHSV) capsid protein 5 (M6) gene, complete cds., African horse sickness virus 4 segment S7 RNA, complete sequence., African horse sickness virus (AHSV6-VP6) gene, complete cds., African horsesickness virus NS2 gene, complete cds., African horse sickness virus 3 gene for NS3 protein, complete cds.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Bluetongue virus	X12819, M11787, M22096, Y00421, Y00422, D12532, X06463, D00500, D00509, M28981	NC_006023, NC_006013, NC_006014, NC_006024, NC_006025, NC_006010, NC_006022, NC_006007, NC_006008, NC_006015	X12819, M11787, M22096, Y00421, Y00422, D12532, X06463, D00500, D00509, M28981	Bluetongue virus gene for capsid protein VP1, genomic RNA., Bluetongue virus VP2 gene, complete cds., Bluetongue virus segment 3 (L3) gene encoding VP3 protein, complete cds., Bluetongue virus gene for core protein VP4, genomic RNA., Bluetongue virus gene for non-structual protein NS1, genomic RNA., Bluetongue virus segment M5 gene for major outer capsid protein VP5, complete cds., Bluetongue virus VP7 gene., Bluetongue virus gene for NS2 protein, complete cds., Bluetongue virus gene for VP6 protein, complete cds., Bluetongue virus nonstructural protein P8 (seg 10) mRNA, complete cds.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Changuinola virus	KF624614, KF624615, KF624616, KF624617, KF624618, KF624619, KF624620, KF624621, KF624622, KF624623	NC_022639, NC_022633, NC_022634, NC_022640, NC_022635, NC_022641, NC_022636, NC_022637, NC_022642, NC_022638	KF624614, KF624615, KF624616, KF624617, KF624618, KF624619, KF624620, KF624621, KF624622, KF624623	Changuinola virus isolate CGLV/BE AN 28873 segment 1, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 2, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 3, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 4, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 5, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 6, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 7, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 8, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 9, complete sequence., Changuinola virus isolate CGLV/BE AN 28873 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Chenuda virus	KP268794, KP268795, KP268796, KP268797, KP268798, KP268799, KP268800, KP268801, KP268802, KP268803	NC_027534, NC_027535, NC_027536, NC_027537, NC_027538, NC_027548, NC_027549, NC_027550, NC_027551, NC_027552	KP268794, KP268795, KP268796, KP268797, KP268798, KP268799, KP268800, KP268801, KP268802, KP268803	Chenuda virus isolate EGY1954/01 segment 1 RNA-dependent RNA polymerase (VP1) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 2 inner core protein (VP2) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 3 capping enzyme (VP3) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 4 outer capsid protein (VP4) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 5 tubule protein (NS1) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 6 outer capsid protein 2 (VP5) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 7 viral inclusion body protein (NS2) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 8 major core protein (VP7) gene, complete cds., Chenuda virus isolate EGY1954/01 segment 9 helicase (VP6) and NS4 protein (NS4) genes, complete cds., Chenuda virus isolate EGY1954/01 segment 10 NS3 protein (NS3) and NS3a protein (NS3a) genes, complete cds.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Chobar Gorge virus	KP268784, KP268785, KP268786, KP268787, KP268788, KP268789, KP268790, KP268791, KP268792, KP268793	NC_027553, NC_027554, NC_027555, NC_027556, NC_027557, NC_027558, NC_027559, NC_027560, NC_027561, NC_027562	KP268784, KP268785, KP268786, KP268787, KP268788, KP268789, KP268790, KP268791, KP268792, KP268793	Chobar Gorge virus isolate NEP1970/01 segment 1 RNA-dependent RNA polymerase (VP1) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 2 inner core protein (VP2) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 3 capping enzyme (VP3) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 4 outer capsid protein (VP4) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 5 tubule protein (NS1) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 6 outer capsid protein 2 (VP5) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 7 major core protein (VP7) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 8 viral inclusion body protein (NS2) gene, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 9 helicase (VP6) and NS4 protein (NS4) genes, complete cds., Chobar Gorge virus isolate NEP1970/01 segment 10 NS3 protein (NS3) and NS3a protein (NS3a) genes, complete cds.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Corriparta virus	KC853042, KC853043, KC853044, KC853045, KC853046, KC853047, KC853048, KC853049, KC853050		KC853042, KC853043, KC853044, KC853045, KC853046, KC853047, KC853048, KC853049, KC853050	Corriparta virus strain AUS1960/01 VP1 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP2 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP3 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP4 protein gene, complete cds., Corriparta virus strain AUS1960/01 NS1 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP5 protein gene, complete cds., Corriparta virus strain AUS1960/01 NS2 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP7 protein gene, complete cds., Corriparta virus strain AUS1960/01 VP6 protein and NS4 protein genes, complete cds.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Epizootic hemorrhagic disease virus	AM744977, AM744978, AM744979, AM744980, AM744981, AM744982, AM744984, AM744983, AM744985, AM744986	NC_013396, NC_013397, NC_013398, NC_013399, NC_013400, NC_013401, NC_013403, NC_013402, NC_013404, NC_013405	AM744977, AM744978, AM744979, AM744980, AM744981, AM744982, AM744984, AM744983, AM744985, AM744986	Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 1., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 2., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 3., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 4., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 5., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 6., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 8., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 7., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 9., Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 10.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Equine encephalosis virus	FJ183384, FJ183385, FJ183386, FJ183387, FJ183388, FJ183389, FJ183390, FJ183391, FJ183392, FJ183393		FJ183384, FJ183385, FJ183386, FJ183387, FJ183388, FJ183389, FJ183390, FJ183391, FJ183392, FJ183393	Equine encephalosis virus isolate HS103/06 VP1 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP2 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP3 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP4 gene, complete cds., Equine encephalosis virus isolate HS103/06 NS1 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP5 gene, complete cds., Equine encephalosis virus isolate HS103/06 NS2 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP7 gene, complete cds., Equine encephalosis virus isolate HS103/06 VP6 gene, complete cds., Equine encephalosis virus isolate HS103/06 NS3 gene, complete cds.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Eubenangee virus	JQ070376, JQ070377, JQ070378, JQ070379, JQ070380, JQ070381, JQ070382, JQ070383, JQ070384, JQ070385		JQ070376, JQ070377, JQ070378, JQ070379, JQ070380, JQ070381, JQ070382, JQ070383, JQ070384, JQ070385	Eubenangee virus isolate AUS1963/01 segment 1, complete sequence., Eubenangee virus isolate AUS1963/01 segment 2, complete sequence., Eubenangee virus isolate AUS1963/01 segment 3, complete sequence., Eubenangee virus isolate AUS1963/01 segment 4, complete sequence., Eubenangee virus isolate AUS1963/01 segment 5, complete sequence., Eubenangee virus isolate AUS1963/01 segment 6, complete sequence., Eubenangee virus isolate AUS1963/01 segment 7, complete sequence., Eubenangee virus isolate AUS1963/01 segment 8, complete sequence., Eubenangee virus isolate AUS1963/01 segment 9, complete sequence., Eubenangee virus isolate AUS1963/01 segment 10, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Fengkai orbivirus	KR822286, KR822287, KR822288, KR822289, KR822290, KR822291, KR822292, KR822293, KR822294, KR822295	NC_027803, NC_027811, NC_027812, NC_027813, NC_027804, NC_027814, NC_027805, NC_027806, NC_027815, NC_027807	KR822286, KR822287, KR822288, KR822289, KR822290, KR822291, KR822292, KR822293, KR822294, KR822295	Fengkai orbivirus isolate D181/2008 segment 1, complete sequence., Fengkai orbivirus isolate D181/2008 segment 2, complete sequence., Fengkai orbivirus isolate D181/2008 segment 3, complete sequence., Fengkai orbivirus isolate D181/2008 segment 4, complete sequence., Fengkai orbivirus isolate D181/2008 segment 5, complete sequence., Fengkai orbivirus isolate D181/2008 segment 6, complete sequence., Fengkai orbivirus isolate D181/2008 segment 7, complete sequence., Fengkai orbivirus isolate D181/2008 segment 8, complete sequence., Fengkai orbivirus isolate D181/2008 segment 9, complete sequence., Fengkai orbivirus isolate D181/2008 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Great Island virus	HM543465, HM543466, HM543467, HM543468, HM543469, HM543470, HM543471, HM543472, HM543473, HM543474	NC_014522, NC_014523, NC_014524, NC_014525, NC_014526, NC_014527, NC_014528, NC_014529, NC_014530, NC_014531	HM543465, HM543466, HM543467, HM543468, HM543469, HM543470, HM543471, HM543472, HM543473, HM543474	Great Island virus isolate CanAr 42 segment 1, complete sequence., Great Island virus isolate CanAr 42 segment 2, complete sequence., Great Island virus isolate CanAr 42 segment 3, complete sequence., Great Island virus isolate CanAr 42 segment 4, complete sequence., Great Island virus isolate CanAr 42 segment 5, complete sequence., Great Island virus isolate CanAr 42 segment 6, complete sequence., Great Island virus isolate CanAr 42 segment 7, complete sequence., UNVERIFIED: Great Island virus isolate CanAr 42 segment 8, complete sequence., Great Island virus isolate CanAr 42 segment 9, complete sequence., Great Island virus isolate CanAr 42 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Lebombo virus	JQ610665, JQ610666, JQ610667, JQ610668, JQ610669, JQ610670, JQ610671, JQ610672, JQ610673, JQ610674		JQ610665, JQ610666, JQ610667, JQ610668, JQ610669, JQ610670, JQ610671, JQ610672, JQ610673, JQ610674	Lebombo virus isolate SAAR 3896 segment 1, complete sequence., Lebombo virus isolate SAAR 3896 segment 2, complete sequence., Lebombo virus isolate SAAR 3896 segment 3, complete sequence., Lebombo virus isolate SAAR 3896 segment 4, complete sequence., Lebombo virus isolate SAAR 3896 segment 5, complete sequence., Lebombo virus isolate SAAR 3896 segment 6, complete sequence., Lebombo virus isolate SAAR 3896 segment 7, complete sequence., Lebombo virus isolate SAAR 3896 segment 8, complete sequence., Lebombo virus isolate SAAR 3896 segment 9, complete sequence., Lebombo virus isolate SAAR 3896 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Mobuck virus	KF296322, KF296324, KF296323, KF296325, KF296329, KF296330, KF296326, KF296328, KF296327, KF296331	NC_022626, NC_022627, NC_022620, NC_022621, NC_022629, NC_022624, NC_022628, NC_022623, NC_022622, NC_022625	KF296322, KF296324, KF296323, KF296325, KF296329, KF296330, KF296326, KF296328, KF296327, KF296331	Mobuck virus strain 12-2 segment 1, complete sequence., Mobuck virus strain 12-2 segment 3, complete sequence., Mobuck virus strain 12-2 segment 2, complete sequence., Mobuck virus strain 12-2 segment 4, complete sequence., Mobuck virus strain 12-2 segment 8, complete sequence., Mobuck virus strain 12-2 segment 9, complete sequence., Mobuck virus strain 12-2 segment 5, complete sequence., Mobuck virus strain 12-2 segment 7, complete sequence., Mobuck virus strain 12-2 segment 6, complete sequence., Mobuck virus strain 12-2 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Orungo virus	JQ610675, JQ610676, JQ610677, JQ610678, JQ610679, JQ610680, JQ610681, JQ610682, JQ610683, JQ610684		JQ610675, JQ610676, JQ610677, JQ610678, JQ610679, JQ610680, JQ610681, JQ610682, JQ610683, JQ610684	Orungo virus isolate UGMP 359 segment 1, complete sequence., Orungo virus isolate UGMP 359 segment 2, complete sequence., Orungo virus isolate UGMP 359 segment 3, complete sequence., Orungo virus isolate UGMP 359 segment 4, complete sequence., Orungo virus isolate UGMP 359 segment 5, complete sequence., Orungo virus isolate UGMP 359 segment 6, complete sequence., Orungo virus isolate UGMP 359 segment 7, complete sequence., Orungo virus isolate UGMP 359 segment 8, complete sequence., Orungo virus isolate UGMP 359 segment 9, complete sequence., Orungo virus isolate UGMP 359 segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Palyam virus	AB018086, AB014725, AB014728, AB018087, AB018089, AB014726, AB014727, AB018090, AB018088, AB018091	NC_005990, NC_005986, NC_005989, NC_005991, NC_005993, NC_005987, NC_005988, NC_005994, NC_005992, NC_005995	AB018086, AB014725, AB014728, AB018087, AB018089, AB014726, AB014727, AB018090, AB018088, AB018091	Chuzan virus genomic RNA for RNA-dependent RNA polymerase VP1, complete cds., Chuzan virus gene for outer capsid protein VP2, complete cds., Chuzan virus gene for inner capsid (core) protein VP3, complete cds., Chuzan virus genomic RNA for minor core protein VP4, complete cds., Chuzan virus genomic RNA for non structural protein NS1, complete cds., Chuzan virus gene for outer capsid protein VP5, complete cds., Chuzan virus gene for inner capsid (core) protein VP7, complete cds., Chuzan virus genomic RNA for non structural protein NS2, complete cds., Chuzan virus genomic RNA for minor core protein VP6, complete cds., Chuzan virus genomic RNA for non structural polyprotein NS3, complete cds.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	Peruvian horse sickness virus	DQ248057, DQ248058, DQ248059, DQ248060, DQ248064, DQ248061, DQ248065, DQ248063, DQ248062, DQ248066	NC_007748, NC_007749, NC_007750, NC_007751, NC_007755, NC_007752, NC_007756, NC_007754, NC_007753, NC_007757	DQ248057, DQ248058, DQ248059, DQ248060, DQ248064, DQ248061, DQ248065, DQ248063, DQ248062, DQ248066	Peruvian horse sickness virus segment 1, complete sequence., Peruvian horse sickness virus segment 2, complete sequence., Peruvian horse sickness virus segment 3, complete sequence., Peruvian horse sickness virus segment 4, complete sequence., Peruvian horse sickness virus segment 5, complete sequence., Peruvian horse sickness virus segment 6, complete sequence., Peruvian horse sickness virus segment 7, complete sequence., Peruvian horse sickness virus segment 8, complete sequence., Peruvian horse sickness virus segment 9, complete sequence., Peruvian horse sickness virus segment 10, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Orbivirus	Reoviridae-Orbivirus	St Croix River virus	AF133431, AF133432, AF145400, AF145401, AF145402, AF145403, AF145404, AF145405, AF145406, AF145407	NC_005997, NC_005998, NC_005999, NC_006000, NC_006001, NC_006002, NC_006003, NC_006004, NC_006005, NC_006006	AF133431, AF133432, AF145400, AF145401, AF145402, AF145403, AF145404, AF145405, AF145406, AF145407	St Croix river virus segment 1 putative RNA-dependent RNA polymerase VP1 gene, complete cds., Saint Croix river virus segment 2 VP2 gene, complete cds., Saint Croix river virus segment 3 VP3 gene, complete cds., Saint Croix river virus segment 4 VP4 gene, complete cds., Saint Croix river virus segment 5 VP5 gene, complete cds., Saint Croix river virus segment 6 NS1 gene, complete cds., Saint Croix river virus segment 7 NS2 gene, complete cds., Saint Croix river virus segment 8 VP7 gene, complete cds., Saint Croix river virus segment 9 VP6 gene, complete cds., Saint Croix river virus segment 10 NS3 gene, complete cds.	vertebrates, invertebrates
